section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs,conn
85,志愿者送来的一支玫瑰让整日躺在躺椅上的李进初心生欢喜腼腆接过然后默默无语地送给了一旁安静坐着的妻子和维瑞艳红的玫瑰让两位百岁老人都激动起来两手枯瘦的手紧紧地握在了一起,83,7,"[10, 16, 4, 22, 5, 12, 14]","[2, 6]","[[1], [5]]","[[2, 1], [6, 5]]",由就更但而更但由更更但而就但
87,开明的地主感动和维瑞和李进初的爱情好心做主主持了他们结为夫妻而这一艰苦环境中的爱情结合让他们相守相依到白头,53,5,"[5, 12, 13, 13, 10]",[2],[[2]],"[[2, 2]]",更而但因就
88,看到童童入学他很高兴平时只要路过小学他总喜欢慢慢走到教室外面透过窗户看看坐在前排的童童我还是很感慨的看到童童就会想起自己的孩子,63,7,"[6, 4, 8, 12, 13, 7, 13]",[2],[[1]],"[[2, 1]]",当但但但就但当
89,仁厚社区也格外照顾她2003年起她每月都能领到计生特困家庭特别扶助金但凡有扶助政策社区也首先想到她党委书记张公平说徐婆婆很要强从不给社区提要求问她身体怎么样她总说自食其力再累也开心,90,10,"[10, 6, 18, 7, 8, 14, 8, 7, 7, 5]",[10],[[9]],"[[10, 9]]",而由而但而总但就但但
90,76岁的英国老妇人格瑞斯·贝茨在英国广播公司BBC帮助下找到分离59年的初恋德国人赫尔曼·博世格瑞斯因曾欺骗对方一直深感愧疚死前一定要见到他,70,4,"[28, 19, 15, 8]",[3],[[3]],"[[3, 3]]",而因但但
91,不久格瑞斯发现自己怀孕赫尔曼发现隐情后伤心欲绝地离开前往美国后再无音信赫尔曼离开后格瑞斯产下一名女婴不久遭到未婚夫抛弃,59,8,"[2, 9, 8, 7, 9, 6, 9, 9]",[4],[[3]],"[[4, 3]]",但当当当但当当但
92,今年格瑞斯找到了BBC希望能通过媒体找到赫尔曼格瑞斯说过去这么多年我因曾经欺骗他而一直深感愧疚死前一定要见到他没想到格瑞斯真的如愿以偿两人在伦敦相聚赫尔曼到了美国后也结了婚婚姻很幸福但妻子已经于2013年去世,104,12,"[2, 9, 12, 10, 14, 8, 3, 9, 7, 12, 5, 13]",[5],[[5]],"[[5, 5]]",而但但但但但但但当而但但
93,离婚后儿子跟随邓某生活彭某仍尽父亲的义务经常探望并带儿子外出游玩此期间彭某经常听到同事朋友议论说孩子不像自己他怀疑之余便带儿子到南宁市做亲子鉴定果然儿子并非亲生彭某悲愤之余认为前妻当年欺骗了自己便于2014年8月将邓某诉至法院请求法院判令邓某给付亲子鉴定费医疗费怀孕期间的产检生育等孩子出生后至离婚前的抚养费离异后孩子的生活教育费以及精神损失费等共12万余元,179,14,"[3, 8, 9, 12, 3, 19, 5, 13, 2, 6, 6, 11, 16, 66]",[11],[[10]],"[[11, 10]]",但与但但与但但便但但而却故因
94,庭上面对两次鉴定结果邓某再没提出异议但是彭某想到自己白白疼爱了别人的孩子几年情绪异常激动不停细数这几年自己的伤痕法官耐心释法析理做双方的思想工作,72,8,"[2, 8, 8, 20, 6, 12, 8, 8]",[5],[[4]],"[[5, 4]]",当当但但而却当但
95,这位总监在接受记者采访时说当时在公司尾牙宴上听到这一决定他和女朋友都非常吃惊两人去年8月份确立恋爱关系因为怕公司知道平时两人都是偷偷摸摸的在公司大多通过QQ交流避免在同事面前说比较亲密的话对于恋情不敢太公开,103,9,"[13, 15, 10, 13, 7, 11, 11, 14, 9]",[3],[[2]],"[[3, 2]]",但但而而就但但但但
96,得到公司的鼓励后两人在同事面前可以大大方方牵手了不仅如此还会得到同事的祝福他们觉得很开心,44,5,"[8, 16, 4, 9, 7]",[5],"[[2, 4]]","[[5, 2], [5, 4]]",但而但但而
97,今年元旦期间远在广东的谭某发现覃某的手机时常关机又从覃某同事口中听说了一些不好的传言他开始怀疑妻子和别的男人有染,56,4,"[6, 18, 18, 14]",[4],"[[2, 3]]","[[4, 2], [4, 3]]",而而但当
98,14日下午谭某赶到他和覃某在南宁的租房发现房间里有其他男人的衣物和用品这让谭某更加愤恨,43,4,"[5, 14, 16, 8]",[4],[[3]],"[[4, 3]]",而当却而
99,19岁的盛某老家在江西南昌农村父母体弱多病从小被姐姐带大去年姐姐盛女士来到合肥打工让盛某高兴的是姐姐告诉他自己已经担任了一家公司的人事部经理,70,7,"[15, 6, 7, 2, 11, 7, 22]",[6],[[7]],"[[6, 7]]",而因但而与更而
100,经审理查明徐国华认为被害人徐大畅一直欺负自己并怀疑被害人吴照华与他妻子邹某某有不正当男女关系败坏他以及家人的名誉心生怨恨,60,5,"[5, 17, 24, 10, 4]",[5],"[[2, 3]]","[[5, 2], [5, 3]]",但但但而故
101,真的不想治了我的家庭承受不起一直都没有能力让父母过上好日子现在还要让他们为我操心很惭愧我知道即使手术后风险还是很大所以就不想治了,64,7,"[6, 8, 15, 11, 3, 14, 7]",[5],"[[3, 4]]","[[5, 3], [5, 4]]",但但但但但但但
102,妻子在家照顾瘫痪的爷爷和两个小孩父亲这么大年纪还在工地打工挣钱很想念他们也很愧疚说到这里闫超望着天花板不再说话,55,7,"[16, 15, 5, 4, 4, 7, 4]",[4],"[[1, 2]]","[[4, 1], [4, 2]]",但而但但就但就
103,男子不远千里会网友发现女子长相与照片判若两人体形也相差甚远女子辩称自己就是照片中的人不过是化了妆用了美图工具大失所望之余男子认为受到欺骗怒火之下大打出手最终经永嘉桥头派出所调解双方达成和解男子当天乘飞机回家,103,13,"[9, 20, 4, 9, 6, 6, 6, 8, 8, 2, 10, 6, 9]",[7],[[2]],"[[7, 2]]",与却但而但更但但而但但但因
104,龙保小学位于新村和龙保两村之间常常会有社会无关人员抄近路从学校走过而刘运荣担心影响到孩子们学习不上课时他就会在学校的铁门处站岗,63,5,"[15, 18, 14, 4, 12]",[3],[[2]],"[[3, 2]]",而但因或而
105,回忆起这段日子刘运荣的妻子容阿郎泣不成声在病痛的折磨下他终于在12月底同意去医院做检查还特意等到周五上完课后周六休息时再去,61,5,"[7, 13, 7, 16, 18]",[2],[[1]],"[[2, 1]]",当而但但但
106,对这位拖着残腿在讲台苦撑了34年病危关头念叨的还是学生的校长村民们用最淳朴的方式来表达他们最崇高的敬意,51,3,"[16, 14, 21]",[3],"[[1, 2]]","[[3, 1], [3, 2]]",而而而
107,吸毒后不仅对妻子拳打脚踢甚至持刀闯入娘家威胁丈母娘妻子忍无可忍愤而报警,35,3,"[25, 6, 4]",[3],[[1]],"[[3, 1]]",但但因
108,据全国广播公司NBC报道格兰特的一个邻居对他被指控性侵非常吃惊在他被捕后都很难入睡,41,3,"[12, 19, 10]",[2],[[2]],"[[2, 2]]",而而但
109,现在村里街坊凑得钱已经花完用的是捐款好心人捐的每一笔钱的去处都有记录像国云这样的大面积烧伤仅是第一期治疗就要20多万元现在比较头疼就是钱的问题,71,6,"[13, 5, 16, 11, 14, 12]",[6],[[6]],"[[6, 6]]",而而由而而但
110,突然听见其他人喊谁家的小孩着火了就看见她在屋外跑一身火苏三喜说可能是灶里没燃尽的柴火掉出来让女儿抓到了火苗引燃灶外面木柴又沾到衣服起的火女儿受了惊吓就朝外面跑,79,9,"[16, 8, 3, 4, 14, 6, 17, 6, 5]",[8],[[7]],"[[8, 7]]",但但因但但却因当但
111,盂县路家村镇张家垴村的李双娣33年如一日照料瘫痪的丈夫省吃俭用将两个女儿抚育成人感动了身边许多人,48,3,"[14, 26, 8]",[3],[[2]],"[[3, 2]]",如但更
112,那段时间明明睁着眼眼前却常常是漆黑一片耳朵里经常有石头从山上滚落的声音回想起当时的情况李双娣的心情依然沉重公婆常以泪洗面我强打精神告诉自己不能垮了,73,9,"[4, 5, 10, 16, 8, 10, 7, 5, 8]",[6],[[5]],"[[6, 5]]",而但但但但而与但却
113,经过一番认真思考李双娣怎么想也觉得不能这样做不能说丈夫能动的时候就是夫妻人家受伤了就不和人家过了说起来容易做起来难很快李双娣就尝到了生活的艰辛在病痛和经济的双重压力下张庙双的心情一度非常压抑,95,10,"[8, 14, 14, 5, 7, 9, 2, 12, 12, 12]",[10],[[9]],"[[10, 9]]",但但但但但但但而但而
114,33年付出诠释和谐幸福对于妻子这些年的付出张庙双看在眼里疼在心上出事的时候我32岁她26岁从那之后的33年里我没有一天能离得开她我这辈子最幸运的就是找了个好老婆,80,6,"[21, 20, 4, 9, 10, 16]",[6],[[6]],"[[6, 6]]",但当当而但而
115,报道台湾一名初三女生在脸书传了一张自拍照被学姐笑丑少女不爽反呛两人起了口角后更当面打起群架少女的男友被砍伤伤口深可见骨警方目前正深入追查,68,9,"[2, 18, 5, 6, 6, 8, 8, 6, 9]",[4],[[3]],"[[4, 3]]",就而却当但而当因而
116,但黄姓少女认为没必要赴约跟陈姓男友及另一名友人到台北市忠孝东路麦当劳聚餐没想到学姐被放鸽子后更加气愤撂了十多人直奔现场砍人黄姓少女的男友及友人遭砍伤其中一人双手被砍另一人刀伤可见骨民众惊见连忙报案双方人马才四散逃逸所幸两人送医后均无生命危险,120,10,"[12, 24, 14, 11, 13, 8, 8, 8, 9, 13]",[3],[[3]],"[[3, 3]]",但就但就而而但但而但
117,那我该怎么办这母亲明明健在还无法证明了严涛很是郁闷对此民警表示警方确实无法出具居民健在证明即使出具了也是不合法的无效的,59,8,"[6, 13, 6, 2, 4, 14, 5, 9]",[3],[[2]],"[[3, 2]]",但但而但但但但但
118,见面后胡先生对染着黄头发打扮入时的杨女士比较满意俩人就这样交往了起来交往后没多久杨女士就告诉他自己决定要嫁给他胡先生很高兴,61,6,"[3, 21, 10, 6, 15, 6]",[6],[[5]],"[[6, 5]]",但但但但而但
119,胡先生原以为自己慷慨地为杨女士花钱俩人的感情能更稳固不料在这之后杨女士的手机就打不通了胡先生心生疑惑把此事告诉了婚介中心的叶老板,64,6,"[17, 9, 2, 15, 7, 14]",[5],[[4]],"[[5, 4]]",而但但而而便
120,2010年阿莹与相识8年的丈夫黄某结婚她还特意将登记的日子选择在520但最终没有等来丈夫的爱去年4月阿莹发现了丈夫有外遇她对这场婚姻彻底绝望将黄某告上了法庭要求和黄某离婚案件昨日上午在禅城区法院张槎法庭开庭审理,105,10,"[5, 14, 16, 11, 4, 10, 10, 8, 7, 20]",[7],[[6]],"[[7, 6]]",但但而但但但但便因而
121,案发当天秦某参加宴席喝了半斤酒结束后又找不到妻子心中起疑就来到赵某公司附近碰到赵某以及妻子杜某随后便发生了振中街杀人案行凶期间其妻杜某虽多次对秦某进行劝阻但均未成功后来经法医查明被害人赵某全身被刺60余刀,102,13,"[4, 11, 9, 4, 9, 10, 2, 10, 4, 14, 5, 7, 13]",[4],[[3]],"[[4, 3]]",而因但或但就但就因但但但而
122,2014年4月两人在彼此的慰藉中相爱了然而命运并没有给他们一条平坦的道路几个月后赖敏病情加重走路困难只能生活在轮椅之上曾经当过导游的她一直有个环游中国的梦想在疾病加重之时这种愿望更加强烈丁一舟说赖敏的病情发展起来迅猛凶险就算医治也无法增加生命的质量与长度与其在医院闷闷不乐度过余生不如大胆潇洒走一回,149,16,"[7, 12, 2, 15, 4, 6, 4, 9, 19, 7, 8, 4, 13, 17, 13, 9]",[15],[[14]],"[[15, 14]]",但但虽但但因因而而但但但但但但总
123,此时国道上来来往往的车辆带起阵阵冷风刺耳的轰鸣声不绝于耳但丁一舟和赖敏倒也自得其乐走得不慌不忙爱犬阿宝欢快卖力地在右侧拉着轮椅前行遇到平路或者下坡丁一舟就骑行遇到上坡路段他就下来慢慢拉着轮椅向前走累了倦了就停下来坐在路边休息吃块面包看看风景看着丁一舟逗弄阿宝轮椅上的赖敏笑得合不拢嘴对于媒体的追访他们虽有不适但并未反感唯有不断表示感谢,167,19,"[2, 16, 10, 13, 6, 18, 8, 6, 6, 13, 4, 10, 4, 4, 9, 12, 7, 11, 8]",[16],[[15]],"[[16, 15]]",而而而而却而若但当而但但就但就而而但但
124,2012年春节廖林和村里的孤寡老人聊天知道他们想去北京一趟当时他没有多说却悄悄准备起来2012年4月旅行团26人出发其中年龄最大的92岁4天的行程老人们游天安门逛故宫登长城得知廖林到来他北京的好友路训尽地主之谊宴请老人们饭桌上路训被廖林的孝行感动了第二天就给廖林打了10万元说是捐给公义村的老人们,148,16,"[7, 12, 10, 7, 7, 7, 8, 10, 5, 13, 6, 18, 3, 11, 13, 11]",[14],[[14]],"[[14, 14]]",而当就但但但由而就与当与但而但虽
125,1974年安继荣在蒲城县三合公社今属桥陵镇任武装干事长他16岁的郭天禄时任公社党委书记是出了名的热心肠谁家娃病了两口子闹矛盾了都找他帮忙那时候粮票都紧张安继荣回忆说共事的三年中郭天禄常常资助他每次一到饭点郭天禄总是主动掏两个人的粮票冬天没有取暖设施两个人常挤在一张床上睡这让他十分感动我只是个基层的小干部他把我当兄弟看,159,16,"[5, 21, 17, 8, 12, 5, 8, 6, 6, 8, 6, 14, 19, 7, 10, 7]",[14],[[13]],"[[14, 13]]",由与而就但但但但与但但而因而但但
126,1997年退休的郭天禄丧偶再婚后一直随女方居住在渭南市临渭区2012年2月份安继荣去探望郭天禄发现因年久失修老领导居住的平房成了危房只能暂时借住在村中小学里见已身患老年痴呆的老领导和老伴儿寄居在废弃的教室里安继荣很是心酸,110,10,"[5, 11, 14, 8, 9, 7, 12, 12, 25, 7]",[10],[[9]],"[[10, 9]]",由与但由当但而但却而
127,父亲都记不得他资助了多少我都不知道安叔图我爸啥提起这些年来安继荣对父亲的资助1月3日中午郭天禄的二女儿50岁的郭春英便眼眶泛红郭春英说上世纪80年代父亲从蒲城县工商局退休后没留下多少积蓄以后每月仅靠几百元的退休工资生活这么多年来安叔常送米送油并不要欠条送上几千元钱父亲都记不得他资助了多少连我妈的丧事都是安叔帮着操办的,159,14,"[23, 15, 6, 19, 4, 7, 12, 7, 16, 5, 7, 11, 12, 15]",[4],[[2]],"[[4, 2]]",当当但而但由当但但但当但但就
128,2014年12月18日延吉市公安局建工派出所民警在走访时崔某把自己心中的疑惑和民警说了民警分析崔某一定是被骗了我们觉得给崔某介绍对象的李某很可疑因为崔某每次掏钱都是经李某的手来转交警方将李某传唤到派出所接受调查起初他还不承认后来终于承认了,119,10,"[11, 17, 15, 4, 8, 17, 18, 15, 7, 7]",[6],[[7]],"[[6, 7]]",但而但但而但而但但但
129,记者与璐璐的姥爷取得了联系电话里这位远在承德的八旬老人听到记者探问此事非常高兴他说璐璐从小由姥姥带大上初中时仍由二老接送并在老人家里吃住所以说感情非常深,76,10,"[13, 3, 19, 4, 2, 9, 10, 8, 3, 5]",[4],[[3]],"[[4, 3]]",当而当但但由但但如但
130,一位朋友圈中点赞的王女士说自己出生于农村如今已在城市生活多年但母亲还住在农村老家因为父亲早年去世兄弟姐妹纷纷进城打工平时守着老家宅院的就只剩母亲一人在农村白天还好有乡邻之间相互走动再打理一下田间庄稼和花草鸡鸭还算热闹些但到了晚上空荡荡的大院子里就一个人真是空旷寂寞,132,16,"[13, 7, 10, 10, 8, 10, 2, 14, 3, 4, 9, 14, 5, 5, 12, 6]",[16],[[15]],"[[16, 15]]",但而但但因但如而但但唯就但但而但
